Brand,Description,EndingInventoryUnits,UnsoldCapital
24858,Ch Plaisance Cuvee Alix Roug,53,794.47
24860,Mystos Longboard Vyd 13 Pnt,98,5389.0199999999995
24863,Double Canyon Heaven H Cab S,18,431.82
24866,Villa Maria Pnt Nr Private B,93,1487.07
24868,Ch St Sulpice Brdx Blanc,117,1285.83
24872,Soter Vyds Brut Rose,39,2261.6099999999997
24873,Fontana Candida Pinot Grigi,12,119.88
24874,Benziger Merlot,172,2062.28
24875,Glen Ellen Merlot RSV,2289,16000.11
24876,Wine & Soul Manoela Douro,103,2058.97
24878,Fabre Montmayou Gr Vin Lujan,17,696.83
24881,Monjardin El Cerezo Chard,225,2697.75
24882,Boones Strawberry Hill,62,185.38
24883,Foz Arouce 11 Beira Atlantic,14,251.85999999999999
24885,Passadouro 12 Tinto Douro,14,195.85999999999999
24887,Novelty Hill Svgn Bl,255,2547.45
24888,Armand de Brignac Brut Rose,3,1259.97
24896,Pomino Vinsanto,17,764.83
24897,Carpineto Rosso di Montalcno,131,3273.69
24907,Bogle Old Vine Znfdl Cal,1175,12913.25
24921,Appolo Vyds Seyval,233,3609.17
24922,Appolo Vyds China Girl,215,3330.35
24923,Sea Smoke Pinot Noir,11,1484.89
24924,Sea Smoke Sea Spray Blanc,44,3409.5599999999995
24928,Rive Droite Rive Gauche CDR,4,35.96
24929,Corvo Nero d'Avola & Pnt Gr,93,2231.0699999999997
24930,L'Ecole No 41 Cab 12 Walla W,58,2493.42
24932,McGuigan Bin 3000 Merlot,12,131.88
24934,T-Vine Zinfandel Napa,107,1603.93
24937,Walpole NH Winter Warmer,186,3253.14
24938,Walpole Barnett Hill Dry Wht,200,3198.0
24939,Walpole 1761 Walpole Rose,205,3892.95
24942,Ch Poujeaux Brdx Rouge,1,53.49
24944,Sur de Los Andes Malbec Rsva,4,71.96
24951,Jackhammer Pnt Nr,13,114.26999999999998
24952,Jackhammer Chard Monterey,88,773.52
24953,Chloe Prosecco,922,10132.78
24955,De Gregorio Rahana Chard DOC,12,87.48
24963,Ch Messile Aubert Montgne St,11,241.89
24964,Ch Jean de Gue Lalande de Po,19,759.8100000000001
24965,Ch Haut Gravet Gr Chemin St,12,419.88
24967,Terra d'Oro Ch Bl/Viognier,76,911.24
24970,Hayes Ranch Red Blend,17,152.83
24971,Hugel Gentil White,368,4412.32
24975,Tenshen White,0,0.0
24981,Opici Homemade Barberone Red,4,95.96
24982,Molly Dooker Girl on the Go,6,173.94
24985,Bodega Zafado Malbec,8,71.92
24987,Rock Wall Monte Rosso Znf,117,4678.83
24990,Turnbull Cab Svgn Oakvile 12,3,209.96999999999997
24992,Buglioni L'Amarone,85,4674.15
24993,Tardieu Laurent Le Becs Fins,36,683.64
24994,Couvent des Thorins Moulin,35,909.65
24996,Lincourt Steel Chard,876,8751.24
24997,William Hill Est Merlot Napa,20,579.8
24998,Royal Tokaji Mad Cuvee,22,417.78
24999,Schramsberg Mirabelle B Rose,20,539.8
25002,Presqu'ile Pnt Nr Snta Maria,17,679.83
25003,Tenuta Sette Cieli Indaco,30,1439.7
25004,Tenuta Sette Cieli Yantra,89,1957.11
25005,Volpaia Chianti Clsco,174,3130.2599999999998
25006,Volpaia Prelius Vermentino,5,74.95
25007,St Supery Elu Meritage Red,29,1594.71
25009,St Supery Dollarhide Cab Svg,28,2239.72
25011,St Supery Rutherford Merlot,3,116.97
25014,Dom Tabordet Pouilly Fume,19,474.80999999999995
25015,Ch Graves de Pez St Estephe,12,359.88
25017,Ch Tertre de Viaud C d Bourg,20,239.8
25018,L'Enclos de Viaud Lalande Po,35,1049.65
25020,Ch de Pierreux Brouilly Rsv,37,887.63
25021,Mark West Black Pnt Nr,828,9099.72
25030,Cardinale 12 Cab Svgn Napa,18,4499.82
25036,Albola Pinot Grigio,1557,17111.43
25039,Sutter Home Svgn Bl,251,2507.49
25043,Bully Hill Goat Wh Semi-Dry,160,1438.4
25046,Bully Hill Love My Goat Rd,867,7794.33
25054,Jadot Clos Vougeot 13,5,699.95
25055,Jadot Echezeaux 13,5,899.95
25056,Jadot Gevrey Chambertin 13,6,599.9399999999999
25057,Jadot Marsannay Clos Roy 13,11,362.89
25058,Jadot Bourgogne Le Chapitre,9,260.90999999999997
25060,Jadot Gevrey Chambertin 13,23,1126.77
25061,Jadot Vosne Romanee 13,5,299.95
25062,Jadot Nuit St George 13,23,1126.77
25063,Jadot Savigny 13 Clos de Gue,2,79.98
25066,Jadot Beaune Les Cent Vignes,4,179.96
25067,Jadot Pommard 13 Clos Commar,3,179.97
25069,Jadot Cote de Beaune Vlgs 13,26,779.74
25070,Jadot Savigny les Beaune 13,15,524.85
25071,Jadot Pommard 13,9,476.91
25072,Mastroberardino Radici Taura,7,384.93
25076,Jadot Monthelie 13 Sous Roch,12,419.88
25077,Jadot Mercurey 13,7,209.93
25082,Jadot Bouzeron 13,16,351.84
25083,Jadot Rully 13,9,233.90999999999997
25084,Calera Ctrl Coast Pnt Nr,60,1619.3999999999999
25085,Jadot Marsannay 13,9,269.90999999999997
25086,Jadot Pernand Vergelesses 13,9,323.91
25090,Jadot Ch des Jacques Fleurie,11,241.89
25091,Jadot Ch des Jacques La Roch,12,383.88
25105,EnRoute Chard Brumaire RRV,72,3383.28
25106,Pulenta Est Gran Cab Franc,8,295.92
25107,Riglos Gran Corte Mendoza,18,755.82
25109,Tomaiolo Toscana,281,3088.19
25113,Keller Est 13 Cruz Vyd Chard,138,5104.620000000001
25117,Zuccardi Q Malbec,14,279.86
25118,Foxglove Cab Svgn,20,299.8
25120,Foxglove Chard,13,194.87
25122,Kumeu River Village Chard,36,647.6399999999999
25124,Jadot Burgundy Hills Wh 14,29,318.71
25125,Zorvino Vyds Mango Magnifico,481,6007.6900000000005
25126,Zorvino Vyds Peachez,467,4665.33
25130,Stratus Cab Franc VQA,9,269.90999999999997
25133,Vendange Chard,14,97.86
25137,Nicole Chanrion Cote de Brou,34,611.66
25138,Terlatto & Chapoutier Shiraz,728,14552.72
25139,Chigard Fleurie Les Moriers,11,219.89
25140,Nicole Chanrion Cote de Brou,14,349.85999999999996
25141,The Federalist 1776 Zinfande,372,5948.280000000001
25143,Brewer-Clifton 3D Chardonnay,9,539.91
25145,Brewer-Clifton Sta. Rita Cha,32,1119.68
25146,Barefoot Cellars Winter Red,99,494.01
25147,Zinzilla Zinfandel,390,5456.1
25148,McNab Ridge Petite Sirah,22,395.78
25150,McNab Ridge Cab Svgn,21,377.78999999999996
25151,Fred's Red Mendocino County,18,197.82
25153,Veuve du Vernay Sparkling Ro,24,95.76
25154,Vina Cobos Cocodrilo Corte,72,1799.2799999999997
25156,Champagne Malard Grand Cru B,60,2999.4
25157,M Lynch Bordeaux Blanc Grave,238,3567.62
25158,M Lynch Bordeaux Rouge Medoc,300,4497.0
25159,L'Eglise Saint-Hilaire Borde,79,947.21
25160,Cinq les Pattes Bordeaux Bla,189,2266.11
25161,Baron La Rose Bordeaux Blanc,138,1654.6200000000001
25162,D.des Senechaux CdP,72,3599.28
25176,Casas Del Bosque Sauv Bl,24,126.96000000000001
25177,Newhall Farm Ice Cider,5,164.95000000000002
25179,Grahams 1977 Vintage Port,5,979.95
25181,Grahams 2000 Vintage Port,10,959.8999999999999
25183,Brewer-Clifton Sta. Rita Pnt,34,1325.66
25184,Riglos Gran Cab Svgn,38,949.6199999999999
25185,Black Pearl Oro,114,1822.8600000000001
25187,Ch Bruni Brdx Superieur,7,76.93
25190,Sixto Chardonnay,59,2123.41
25191,Cousino Macul Cab Svgn,61,670.39
25192,K Vintners The Klein,34,2549.66
25194,Ch Beaulieu Lalande de Pomer,32,543.68
25195,Ch Brane-Cantenac Margaux 01,9,989.9099999999999
25196,La Pommeraie de Brown Pessac,133,3722.67
25197,Ch La Rousseliere St Estephe,5,749.95
25198,Ch Fombrauge Le Cadran de Fo,145,3913.5499999999997
25199,Le Prelat CdR Blanc,227,3402.73
25200,Le Prelat CdR Rouge,351,5261.49
25201,Ch Croix de Jaugue St Emilio,0,0.0
25202,Rosenblum R Sauret Zinfandel,12,143.88
25203,Aveleda Follies,79,1026.21
25204,Ch Rollan de By Medoc,47,1174.53
25206,Quinta do Noval Port,2,179.98
25210,Siduri Pnt Nr Willamette Vy,316,6316.839999999999
25212,Mionetto Prosecco Extra Dry,497,5462.03
25216,Castello D'Alba Vinho Tinta,27,202.23
25220,Castelo do Sulco Tinto Rsva,26,389.74
25224,G Ferrer Etesian Pnt Nr,23,367.77
25225,Ch Montelena Cab Svgn 2006,2,289.98
25226,Il Molino di Grace Chianti C,52,2235.48
25228,D Guillot Broux Bourgogne,34,985.66
25229,D Guillot Broux Blanc Les Ge,57,1652.4299999999998
25236,Horseshoes & Handgrenades Re,323,5810.7699999999995
25244,M Sullberg Cab Svgn,17,186.83
25246,M Sullberg Chard,18,197.82
25252,Hauts de Smith Rouge P-Le 12,40,1199.6
25253,Ch du Levant Sauternes,2,31.98
25254,Ch des Perligues Graves,127,1649.73
25255,Calera Ctrl Coast Chard,99,1880.0099999999998
25256,Ch St Louis Vieux Galvesse L,29,492.71
25257,Ch Boston Margaux,65,2079.35
25258,Ch Maine d'Arman Cote Bourg,21,272.79
25259,Ch Martinon Brdx Rouge,6,65.94
25260,Lavergne Brdx Rouge,72,575.28
25262,Ziobaffa Organic Tuscan Red,137,2053.63
25264,Pommery Falltime Extra Dry C,36,1187.64
25265,Brittan Vyds Chard Wlmete Vy,9,386.91
25268,Cantine Maschio Sparkling Ro,38,493.62
25269,R Mondavi Cab Svgn Pvt Sel,2369,21297.31
25270,Cantine Maschio Sparkling Ro,39,147.81
25273,Kir-Yianni Paranga VdP Maced,22,329.78000000000003
25275,Zoe Red by D Skouras,11,131.89000000000001
25279,Pommery Cuvee Louise 2002,10,1249.8999999999999
25281,Ransom Dry Vermouth,366,6950.339999999999
25282,Ransom Sweet Vermouth,283,5374.169999999999
25283,Ransom Selection Pnt Nr,70,1749.3
25284,Merryvale Cab Svgn,71,2484.29
25285,A Bichot St-Amour Champlette,371,7045.289999999999
25286,A Bichot Morgon Les Charmes,219,4158.8099999999995
25287,A Bichot Fixin Pnt Nr,12,347.88
25288,A Bichot Ch Gris Nuits 13 Ge,10,799.9
25289,Notre Dame Cousignac Vent 14,399,2789.0099999999998
25290,Notre Dame Cousignac CdR 13,137,1368.63
25291,Notre Dame Cousignac 13 Gigo,1144,20580.559999999998
25293,Croft Reserve Tawny,10,199.89999999999998
25301,Barrique Pnt Nr,14,237.85999999999999
25302,Barrique Chard,23,390.77
25304,Cyprus Pnt Nr,20,699.8000000000001
25305,Cyprus Chard,14,349.85999999999996
25306,Cyprus Cab Svgn,23,804.7700000000001
25310,A la Carte White,23,344.77
25317,Grammercy Cellars Cab Svgn,20,999.8000000000001
25319,Ch Deux Rocs Premices Red,42,545.58
25321,Capeside Cellars Svgn Blanc,21,136.29
25324,Gran Moraine Y-C Pnt Nr Oreg,21,797.7900000000001
25325,Gran Moraine Y-C Chard OR,11,406.89000000000004
25327,Siduri Pnt Nr RRV,7,174.92999999999998
25333,Garda Pinot Grigio,24,215.76
25334,Masseria Prosecco,24,239.76
25335,George Wine Co Pnt Nr Sonoma,38,2507.62
25337,Ch Francs Brdx CdFrancs,41,696.5899999999999
25339,Le Haut Medoc de Lascombes,18,629.82
25340,Dom La Soumade Rast Prestige,29,724.7099999999999
25341,Bollinger R.D. 2002,12,3359.88
25349,Merlo Family Vyds Chard,35,524.65
25352,Cecchi Chianti DOCG,372,2525.88
25353,Calmel & Joseph CdRoussillon,64,895.36
25354,Calmel & Joseph Terra Larzac,44,879.56
25355,Bench Chardonnay,22,483.78
25356,Bench Pnt Nr,10,219.89999999999998
25357,Bench Cab Svgn,13,285.87
25358,Honig Late Harvest Svgn Bl,12,743.88
25360,Honig Cab Svgn,1,79.99
25361,Honig Cab Svgn,13,259.87
25365,Alexander Vly Vyds Sin Znfdl,6,233.94
25367,Alexander Vly Vyds Merlot,5,194.95
25371,Alexander Vly Vyds Cab Svgn,14,139.86
25373,Sella & Mosca RSV Cannonau,523,6793.77
25375,Sella & Mosca Vermentino Ca,188,1878.12
25376,Artesa Rsv Pnt Nr,1,16.99
25381,Selbach-Oster Riesling,1,16.99
25382,Drouhin Laforet Red Bourgog,138,2482.62
25383,Von Winning Riesling Pfalz,24,455.76
25386,Champagne Pommerey 04 Gr Cru,65,3249.35
25389,Agiorgitiko Argilos Nemea,12,179.88
25406,Moschofilero Mantinia Spirop,12,203.88
25411,Artesa Rsv Chard,17,288.83
25415,Schlosskellerei Gobelsburg,19,303.81
25416,Gaston Chiquet Trad Brut 1er,347,13876.53
25417,Kunde Cab Svgn Sonoma Valley,164,3606.3599999999997
25418,Malamatina Retsina,129,772.71
25419,Kunde Chard Sonoma Valley,494,7899.06
25421,Pol Roger 06 Brut Vintage Ro,9,791.91
25423,Pol Roger 02 Sir W Churchill,2,441.98
25426,Fattoire Barbi 13 MdScansano,267,5337.33
25427,Fattoire Barbi 10 Brunello,28,1175.72
25430,Schlink Haus Rsl Auslese,9,71.91
25431,Schlink Haus Rsl Kabinett,12,131.88
25444,Calera Mt Harlan Chard,31,1270.69
25445,Maynard's 10 Yr Tawny Port,168,3358.3199999999997
25448,Taylor Fladgate 30 yr Tawny,1,109.99
25449,San Guido Sassacaia,3,1049.97
25458,Seven Hills Cab Svgn Columbi,19,436.80999999999995
25459,Seven Hills Merlot Seven Hil,29,956.7100000000002
25465,Benziger Tribute Estate Red,93,5579.07
25466,Zonin Prosecco,45,539.5500000000001
25468,Run Riot Pnt Nr,21,356.78999999999996
25478,Estro d Piona Sparkling Rose,23,413.77
25480,Boyle MacDonald Cab Svgn Nap,291,7854.089999999999
25481,Angela Yamhill-Carlton Pnt N,7,258.93
25484,Finca Sandoval Tinto Manchue,4,71.96
25493,Lunadoro Toscana Memoria IGT,23,367.77
25494,Avante Mencia 09 Castilla Y,6,59.94
25496,Sierra Cantabria Unica Rsv 0,1,17.99
25502,Bouchaine Pnt Nr W Lindsay V,109,2723.91
25503,Bouchaine Terraces Vyd Pnt N,73,1824.2699999999998
25505,B Doon Not Drinking Any Merl,188,1878.12
25506,B Doon The Heart Has Rieslin,188,1502.1200000000001
25507,Masi Frescaripa Bardolino Cl,131,1570.69
25508,Sbragia Zin Ginos Vyd Dry Cr,1610,28963.899999999998
25510,K Volk Pnt Nr San Benito,205,3892.95
25511,Schug Chard Carneros,1691,30421.089999999997
25512,Sbragia Cab Svgn Monte Rosse,36,1655.64
25513,Elvio Cogno Dolcetto D'Alba,26,519.74
25514,Elvio Cogno Barolo Cascina N,114,6382.86
25517,Match Book Lake Cnty Cab Svg,7,66.43
25519,R Mondavi PS Bourbon Barrel,1,12.99
25520,Nobilo Chard,570,6834.3
25521,Z Alexander Brown Uncaged Pn,453,6790.47
25522,Sutter Home Clsc Cab Svgn,884,5295.16
25524,Z Alexander Brown Uncaged CS,384,5756.16
25526,Frescobaldi Massovivo Vermen,3,56.97
25527,Masi Mazzano Amarone 03,10,1499.9
25528,Masi Campo Torbe Amarone 00,14,1679.86
25531,BR Cohn Silver Cab Svgn Snm,285,5982.15
25535,Ch de Reynaud Cotes du Bourg,137,2601.6299999999997
25537,R Stemmler 13 Pnt Nr,870,14781.3
25538,St Clement Svgn Bl,326,3908.74
25539,Three Knights Svgn Bl,55,549.45
25540,Richard Grant Cuvee Rose Brt,88,1231.12
25541,Masi Bonacosta Valpolicella,4,23.96
25542,Dom des Chasseignes Sancerre,19,379.80999999999995
25544,Tilia Bonarda Mendoza,364,4364.36
25545,Miolo  Lote 43,6,179.94
25548,Miolo Chardonnay,51,764.49
25550,Alisios Tempranillo Touriga,32,319.68
25553,Billecart-Salmon Blanc de Bl,22,1583.78
25554,Brotte Espirit CdR,280,2237.2000000000003
25555,Brotte Optimum Chat du Pape,129,5158.71
25557,Kenwood Cab Svgn Sonoma,308,4616.92
25559,Marquis de la Tour Brut,42,209.58
25560,Piledriver Red Blend 13,7,59.43
25562,Elvio Cogno Barolo Ravera,48,3359.5199999999995
25563,Elvio Cogno Barbera D'Alba B,9,296.91
25565,Black Box Pnt Nr,318,1268.8200000000002
25566,Quivira 12 Znfdl Dry Creek V,1389,18043.11
25567,Saddleback Clrs 11 Cab Svgn,1058,40193.420000000006
25568,Shooting Star 12 Barbera Cnt,2,15.98
25569,Steele 10 Pnt Nr Sangiacomo,417,6667.83
25570,Steele Wines Scarlet Lake Cn,53,370.47
25572,Vineyards Found 14 Chard Nap,926,13880.74
25573,Louis Latour 12 Bourgogne Ga,231,2769.69
25574,Simmonet-Febvre 12 Bourgogne,1326,15898.74
25575,Louis Latour 14 St Veran Bla,1106,17684.94
25576,Simmonet-Febvre Cremant de B,1099,15375.01
25578,Parducci 13 True Grit Chard,993,12899.07
25581,BV Coastal Estate Merlot,542,4330.58
25584,Rex Hill Seven Soils Chard,6,65.94
25585,Rex Hill Williamette Pnt Nr,9,260.90999999999997
25587,Geyser Peak Znfdl,12,95.88
25588,High Valley Znfdl,2,27.98
25589,Dalliance Chardonnay,251,2507.49
25590,Cross Springs Pnt Nr Colusa,110,988.9
25591,Sauska Aszu Essencia,6,218.94
25592,Writer's Block 12 Lake Count,114,1138.86
25593,Virginia Dare Pnt Nr RRV,21,461.78999999999996
25594,Virginia Dare Chard Sonoma C,201,4419.99
25596,Kettmeir Muller Thurgau Alto,5,99.94999999999999
25597,Kettmeir Pnt Grigio Alto Adi,12,239.87999999999997
25602,Ramey Cab Svgn Pedregal Vyd,20,3799.8
25603,Verrazzano Chianti Clsc,417,7501.829999999999
25604,Ramey Annum Cab Svgn Napa,9,854.91
25605,Frog's Leap Petite Sirah,9,314.91
25606,Hoopla Chardonnay,19,360.80999999999995
25607,Liparita Cab Svgv,14,769.86
25609,Wilson Winery Znfdl,62,1177.3799999999999
25614,Bodega Chacra Barda,10,249.89999999999998
25618,W Hill Est Bench Blend Napa,58,1362.4199999999998
25621,Forest Glen Cab Svgn Cal,106,952.9399999999999
25622,Forest Glen Chard,177,1591.23
25623,Forest Glen Merlot Cal,106,952.9399999999999
25625,Gran Pasas Monastrell,205,3277.95
25628,Marchesi Barolo Gavi de Gavi,17,254.83
25629,Marchesi Barolo Ruvei B Alba,3,53.97
25630,Marchesi di Barolo Barb DOCG,511,15324.89
25637,Browne Family Vyds Cab Svgn,103,4118.97
25638,Browne Family Vyds Tribute R,92,3035.0800000000004
25640,Picket Fence Cab Svgn Alexan,0,0.0
25643,Kunde Magnolia Lane Svgn Bl,172,2578.2799999999997
25645,Marchesi Di Barolo Zagara Mo,256,2429.44
25647,De Loach Russian River Chard,337,6399.629999999999
25649,De Loach Chard Cal,866,8651.34
25650,Long Barn Chardonnay,611,6714.89
25651,Long Barn Pnt Nr,35,489.65
25652,Red Autumn Red,187,2616.13
25653,Ca'Momi Chard Rsv Napa,37,1109.6299999999999
25656,14 Hands Red Blend Stampede,219,2187.81
25676,NxNW Cab Svgn Columbia Vly,93,2231.0699999999997
25678,Ch Recougne Brdx Superieur,276,3861.2400000000002
25684,Jekel Pnt Nr Monterey,83,663.1700000000001
25689,Nisia 13 O V Verdejo Rueda,12,107.88
25692,Carpineto Chianti Castldo 14,378,3776.2200000000003
25693,SCV Gold Hills Chard 12,347,5895.53
25694,Cornerstone Pnt Gris 13 Napa,7,69.93
25696,Bonny Doon Vin Gris de Cigar,94,1879.06
25697,Artesa Cab Svgn Estate Rsv,77,5389.23
25699,Havens Merlot Napa 13,1475,29485.249999999996
25700,Resonance Pnt Nr,8,479.91999999999996
25703,Murphy-Goode Svgn Bl,632,7577.68
25704,Murphy-Goode Chard Sonoma,693,9002.07
25705,Cornerstone WV Pnt Nr 11,6,119.94
25707,Schramsberg Brut Rose,21,839.7900000000001
25708,Schramsberg Blanc de Blancs,163,6029.37
25709,Hallowed Ground Proprtry Red,1975,31580.25
25710,Edna Valley Paragon Pnt Grig,1,6.49
25711,Alexander Vly Vyd Cab Svgn,485,7755.15
25714,Grgich Hills Cab Svgn Napa,234,16377.659999999998
25715,Grgich Hills Fume Bl Napa,143,4288.57
25716,Grgich Hills Chard Napa,633,25313.670000000002
25718,Penfolds 08 Grange,3,2249.9700000000003
25723,Prophecy Pnt Nr,557,5564.43
25724,Storypoint Chardonnay,13,123.37
25725,Prophecy Svgn Bl,478,4775.22
25727,Chappellet Cab Svgn Pritchrd,14,2449.86
25728,Chappellet Signature Cab Svg,189,11905.11
25729,Chappellet Mt Cuvee Napa,129,3868.71
25730,Chappellet Chard Napa,169,5068.3099999999995
25731,Sonoma Loeb Chard Sangiacomo,84,1931.1599999999999
25732,Sonoma Loeb Pnt Nr Dutton Ra,224,7613.76
25733,Regusci Est SLD Merlot,110,5168.900000000001
25735,Hazana Vinas Viejas Rioja,385,4616.150000000001
25736,Moulin de Gassac Guilhem Red,117,934.8299999999999
25737,Mas De Daumas Gassac 15 Rose,71,1277.29
25738,Mas De Daumas Gassac Red 13,113,4292.87
25739,Stemmari Pnt Grigio,400,3196.0
25740,Oberon Chardonnay,6,76.74
25742,Jadot Combe Aux Jacques Bjls,12,143.88
25747,Riojana Cab Svgn,12,89.88
25749,Duca di Salaparuta Platino I,3,56.97
25750,Moulin Gassac Guilhm Rose 15,10,79.9
25753,Barefoot Refresh Summer Red,446,3563.54
25754,Barefoot Refresh Summer Whit,455,3635.45
25757,Stonehedge Meritage 13 Napa,1498,26949.019999999997
25758,Angels Landing Svgn Bl,20,329.79999999999995
25759,Angels Landing Pnt Nr Sonoma,20,399.79999999999995
25761,Tellus Chardonnay,19,189.81
25766,Simi Cab Svgn Alexander Vly,4,183.96
25771,Juve y Camps Sweet Rsva Spar,18,251.82
25773,Anima Negra Quibia,47,657.53
25774,Ch Tourril Panatella Red,172,1374.28
25776,Canvasback Red Mtn Cab Svgn,138,5380.62
25777,Ch Bonnet Red,277,4152.2300000000005
25778,Duckhorn Migration Pnt Nr RR,157,5807.43
25779,Ch Bonnet White Entre-Deux-,23,344.77
25785,The White Knight Prosecco,12,203.88
25789,Ch Pitot Brdx,49,489.51
25790,Love Noir Pnt Nr,463,4162.37
25791,Girasole Pnt Nr,18,251.82
25792,Girasole Cab Svgn,16,223.84
25794,Girasole Hybrid Red,4,55.96
25796,Grgich Hills Znfdl,137,4793.63
25798,D. Cohn Cab Svgn Bellacosa,1041,28096.589999999997
25800,Acacia Winery Chard Carneros,12,287.88
25801,Acacia Winery Pnt Nr Carnero,7,195.92999999999998
25802,Dynamite Cab Svgn N Cst,531,6366.6900000000005
25807,Hoopes Oakville Cab Svgn,20,1199.8
25808,Edna Valley Chard,1116,13380.84
25809,Hoopes Napa Cab Svgn,29,1333.71
25810,La Croix Belle Champ du Coq,239,2148.61
25811,La Croix Belle No 7 Rose 15,13,220.86999999999998
25812,Ch Rombeau Elise 11,126,2014.74
25813,Ch Rombeau L'Eleve 13,251,3009.4900000000002
25814,Ch Albajan Picpoul 15,148,1774.52
25815,Dom Souyris Le Chemin 14,134,1740.66
25816,Les Hauts Calas Chinian 14,10,99.9
25817,Guigal Chtnf du Pape,90,4499.1
25818,Fitou Rsv 14,140,1398.6
25819,Ch de Mattes Corbieres 13,33,362.67
25820,La Roche Trouee Red 14,104,1246.96
25827,Angeline Cab Svgn California,13,75.27000000000001
25831,Dry Creek Chenin Blanc Dry,197,2362.0299999999997
25832,Dry Creek Fume Bl Sonoma,791,8693.09
25833,Ch Genins Brdx,455,5455.45
25834,Dry Creek Chard Sonoma Cnty,17,339.83
25837,Dry Creek Merlot,60,899.4
25838,Dry Creek Cab Svgn Sonoma,147,2938.5299999999997
25841,Ch La Roseraie Brdx,391,5079.09
25843,Ch Tour Bel Air Brdx,390,5846.1
25844,Ch Chaigneau Brdx,253,4551.469999999999
25846,Groth Svgn Bl Napa Valley,1385,27686.149999999998
25852,Dom Serene Rose,4,97.96
25853,Purple Heart Red,347,5895.53
25857,Cline Merlot Sonoma Coast,782,6639.18
25859,Handsome Devil Cab Svgn,2,21.98
25863,Locations OR Pnt Nr,64,1535.36
25866,Le Cirque Rouge,122,1828.7800000000002
25867,D Cabirau CdRoussillon Rouge,80,1519.1999999999998
25868,Comm Bargemone d'Aix Blanc,17,339.83
25870,Man Svgn Bl,81,566.19
25875,Ruffino Rose Sparkling,552,7170.4800000000005
25876,The Dreaming Tree Svgn Bl,378,4910.22
25877,Ravage Cab Svgn,733,8788.67
25879,Firestone Santa Ynez Rsl,109,1197.91
25883,Honig Cab Svgn Napa,454,16793.460000000003
25886,Storybook Mt Znfdl Mayacamas,39,1364.6100000000001
25887,Joel Gott Merlot,704,9848.960000000001
25888,Neyers Vyd Pnt Nr Roberts Rd,65,2469.3500000000004
25891,Lila Pnt Grigio 4 Pk Cans,129,1417.71
25892,Lila Svgn Bl 4 Pk Cans,1,10.99
25893,MJ Candice Red 13 Roussillon,231,2538.69
25894,Deneufbourg White 14,82,737.1800000000001
25895,JeanJean Terrasses Larzac 13,233,3259.67
25896,JeanJean Mas de Lunes 12,191,3054.09
25898,Alexana Willamette Chard,24,719.76
25900,La Maldita Garnache Rioja,252,2517.48
25901,Cupcake Prosecco,439,4385.61
25904,Casal Garcia Sangria,278,1192.6200000000001
25905,Miner Svgn Bl Napa,54,1025.4599999999998
25909,Merryvale Profile Napa,76,14059.24
25915,Hogue Cellars Chard Wash,3,19.47
25917,Hogue Cellars WA Svgn Bl,154,1538.46
25918,Hogue Cellars Rsl Wash,202,2017.98
25919,Hogue Clrs Merlot Wash,7,69.93
25926,Outlier Pnt Nr,19,218.31
25930,Bieler Pere et Fils Rose,10,104.9
25932,Gabbiano Chianti Clsc,355,3546.4500000000003
25934,Gabbiano Chianti,795,6352.05
25935,Gabbiano Chianti Clsc RSV,41,409.59
25940,Wine Cube Chard,3,50.97
25941,Wine Cube Cab Svgn,4,67.96
25958,DarkHorse Rose,0,0.0
25963,Macrostie Carneros Chard,327,6209.73
25964,MacRostie Pnt Nr Sonoma Cst,311,7149.889999999999
25966,Robert Sinskey Pnt Nr Carner,243,8502.570000000002
25971,Zuccardi Q Cab Svgn,43,859.5699999999999
25984,C Y Toro Casa Diablo Svgn Bl,710,7092.900000000001
25985,C Y Toro Casa Diablo Merlot,530,5294.7
25988,Infamous Goose Svgn Bl,375,4871.25
25989,Antech Limoux Emotion Sprklg,62,867.38
25990,Antech Limoux Brut,63,755.37
25991,Vista Point Pnt Grigio/Col,12,41.88
25992,Murphy-Goode Cab Svgn Cal,527,6845.7300000000005
25993,Vista Point Merlot,12,41.88
25994,Rodney Strong Merlot Sonoma,1687,23533.649999999998
25995,Gallo Cafe Znfdl Cal,189,1888.1100000000001
25997,Vista Point Chard,19,66.31
26000,Vista Point Cab Svgn,12,41.88
26003,Notorious Pink Grenache Rose,16,287.84
26006,Clos De L'Obac 05 Priorat,47,2349.53
26008,Silver Palm Pnt Nr CC,14,265.85999999999996
26012,Bodega Noemia D Patagonia 13,30,749.6999999999999
26013,Toad Hollow Cab Svgn Lodi,361,3173.1899999999996
26016,Kuleto Native Son Napa Red,184,2574.16
26017,L'Excellence Blanc 2015,20,199.8
26020,Hirsch Gruner Veltliner,8,151.92
26021,Nigl Gruner Veltliner Freiht,13,259.87
26024,Ch le Pape Pessac Leo Rouge,151,5434.49
26025,Ch Cru Godard Cd Brdx Rouge,141,2254.59
26026,Ch Capbern Gasqueton St Este,106,3072.9399999999996
26027,Ch Beauchene CdPape Blanc,76,2507.2400000000002
26028,Wines of Substance Cab Svgn,105,1888.9499999999998
26032,Ferrari Carano Prevail,11,989.89
26046,Dievole Chianti Classico,324,5504.76
26049,Simonnet-Febvre Bourgogne Br,13,194.87
26050,Henry Fessy Bjls Vlgs Crus d,23,206.76999999999998
26051,Ch des Labourons Fleurie Rou,13,194.87
26052,Malabalia Canale Barbera D'A,12,167.88
